scenario,institution_id,source_profile,target_profile,candidate_id,rank,l0,weighted_l1,total_cost,plausibility_distance,plausibility_threshold,edit_signature_json,ensemble_support,minimum_family_support,family_support_json,robust_tau_080,robust_tau_090,robust_tau_095,candidate__willingness_constraint_score,candidate__digital_usage_constraint_score,candidate__training_deficit_score,candidate__device_constraint,candidate__digital_tool_variety_constraint,candidate__internet_stability_constraint,candidate__staffing_constraint_score,candidate__time_constraint_score,candidate__administrative_disorganization_constraint,candidate__recording_system_constraint,candidate__system_change_resistance_constraint,candidate__admin_time_load_constraint,candidate__resource_constraint_score
S3_DIRECTIONAL_REACHABILITY,SYN_S3_DIRECTIONAL_REACHABILITY_R002_065,1,2,SYN_S3_DIRECTIONAL_REACHABILITY_R002_065__CF01,1,3,2.1702672425883422,2.9202672425883422,0.9152084932070373,0.9711455710240575,"[""device_constraint:UP"", ""internet_stability_constraint:UP"", ""admin_time_load_constraint:DOWN""]",0.62,0.6,"{""R0_KMEANS"": 0.64, ""R0_WARD"": 0.6, ""R1_PCA85_KMEANS"": 0.62, ""R1_PCA85_WARD"": 0.62}",False,False,False,0.46241814469236503,0.4100930199288421,0.44061506057684574,0.6899624788745101,0.5170017561475749,0.6830372468489239,0.5832947174028562,0.43130483172294204,0.5555856335214517,0.6317202119058838,0.4884501978099711,0.4079923361461525,0.4965292976195306
S3_DIRECTIONAL_REACHABILITY,SYN_S3_DIRECTIONAL_REACHABILITY_R002_065,1,2,SYN_S3_DIRECTIONAL_REACHABILITY_R002_065__CF02,2,3,2.306289350610167,3.056289350610167,0.908360993205977,0.9711455710240575,"[""device_constraint:UP"", ""internet_stability_constraint:UP"", ""staffing_constraint_score:DOWN""]",0.515,0.42,"{""R0_KMEANS"": 0.56, ""R0_WARD"": 0.42, ""R1_PCA85_KMEANS"": 0.6, ""R1_PCA85_WARD"": 0.48}",False,False,False,0.46241814469236503,0.4100930199288421,0.44061506057684574,0.6899624788745101,0.5170017561475749,0.6830372468489239,0.25208767637874513,0.43130483172294204,0.5555856335214517,0.6317202119058838,0.4884501978099711,0.6726360130245004,0.4965292976195306
S3_DIRECTIONAL_REACHABILITY,SYN_S3_DIRECTIONAL_REACHABILITY_R002_065,1,2,SYN_S3_DIRECTIONAL_REACHABILITY_R002_065__CF03,3,3,2.307108217737067,3.057108217737067,0.8826235621512395,0.9711455710240575,"[""training_deficit_score:UP"", ""device_constraint:UP"", ""internet_stability_constraint:UP""]",0.58,0.52,"{""R0_KMEANS"": 0.72, ""R0_WARD"": 0.52, ""R1_PCA85_KMEANS"": 0.56, ""R1_PCA85_WARD"": 0.52}",False,False,False,0.46241814469236503,0.4100930199288421,0.7623676886112645,0.6899624788745101,0.5170017561475749,0.7234414220187771,0.5832947174028562,0.43130483172294204,0.5555856335214517,0.6317202119058838,0.4884501978099711,0.6726360130245004,0.4965292976195306
S3_DIRECTIONAL_REACHABILITY,SYN_S3_DIRECTIONAL_REACHABILITY_R002_065,1,2,SYN_S3_DIRECTIONAL_REACHABILITY_R002_065__CF04,4,4,2.3209745126979247,3.3209745126979247,0.8789636252328092,0.9711455710240575,"[""digital_usage_constraint_score:UP"", ""training_deficit_score:UP"", ""device_constraint:UP"", ""internet_stability_constraint:UP""]",0.585,0.52,"{""R0_KMEANS"": 0.72, ""R0_WARD"": 0.52, ""R1_PCA85_KMEANS"": 0.58, ""R1_PCA85_WARD"": 0.52}",False,False,False,0.46241814469236503,0.416609983866066,0.7623676886112645,0.6899624788745101,0.5170017561475749,0.7234414220187771,0.5832947174028562,0.43130483172294204,0.5555856335214517,0.6317202119058838,0.4884501978099711,0.6726360130245004,0.4965292976195306
S3_DIRECTIONAL_REACHABILITY,SYN_S3_DIRECTIONAL_REACHABILITY_R002_065,1,2,SYN_S3_DIRECTIONAL_REACHABILITY_R002_065__CF05,5,4,2.32823829861206,3.32823829861206,0.8732969640060845,0.9711455710240575,"[""training_deficit_score:UP"", ""device_constraint:UP"", ""internet_stability_constraint:UP"", ""administrative_disorganization_constraint:DOWN""]",0.56,0.44,"{""R0_KMEANS"": 0.68, ""R0_WARD"": 0.44, ""R1_PCA85_KMEANS"": 0.58, ""R1_PCA85_WARD"": 0.54}",False,False,False,0.46241814469236503,0.4100930199288421,0.7623676886112645,0.6899624788745101,0.5170017561475749,0.6830372468489239,0.5832947174028562,0.43130483172294204,0.5055989739828017,0.6317202119058838,0.4884501978099711,0.6726360130245004,0.4965292976195306
S3_DIRECTIONAL_REACHABILITY,SYN_S3_DIRECTIONAL_REACHABILITY_R002_066,1,2,SYN_S3_DIRECTIONAL_REACHABILITY_R002_066__CF01,1,3,2.6559595910955203,3.4059595910955203,0.8862061020835842,0.9711455710240575,"[""device_constraint:UP"", ""internet_stability_constraint:UP"", ""admin_time_load_constraint:DOWN""]",0.605,0.52,"{""R0_KMEANS"": 0.72, ""R0_WARD"": 0.58, ""R1_PCA85_KMEANS"": 0.6, ""R1_PCA85_WARD"": 0.52}",False,False,False,0.34048769767919734,0.4495936747691986,0.5253470320768797,0.6899624788745101,0.4615609186177144,0.6830372468489239,0.5212736538094787,0.5760145999507587,0.5564367519095872,0.5358095867964133,0.4610680282757972,0.4079923361461525,0.5698986448804564
S3_DIRECTIONAL_REACHABILITY,SYN_S3_DIRECTIONAL_REACHABILITY_R002_066,1,2,SYN_S3_DIRECTIONAL_REACHABILITY_R002_066__CF02,2,4,2.7369644320457467,3.7369644320457467,0.8695803928592848,0.9711455710240575,"[""device_constraint:UP"", ""internet_stability_constraint:UP"", ""time_constraint_score:DOWN"", ""admin_time_load_constraint:DOWN""]",0.655,0.6,"{""R0_KMEANS"": 0.72, ""R0_WARD"": 0.64, ""R1_PCA85_KMEANS"": 0.66, ""R1_PCA85_WARD"": 0.6}",False,False,False,0.34048769767919734,0.4495936747691986,0.5253470320768797,0.6899624788745101,0.4615609186177144,0.6830372468489239,0.5212736538094787,0.5369928444516017,0.5564367519095872,0.5358095867964133,0.4610680282757972,0.4079923361461525,0.5698986448804564
S3_DIRECTIONAL_REACHABILITY,SYN_S3_DIRECTIONAL_REACHABILITY_R002_066,1,2,SYN_S3_DIRECTIONAL_REACHABILITY_R002_066__CF03,3,4,2.9472911200917125,3.9472911200917125,0.8537876546886659,0.9711455710240575,"[""device_constraint:UP"", ""internet_stability_constraint:UP"", ""staffing_constraint_score:DOWN"", ""admin_time_load_constraint:DOWN""]",0.76,0.74,"{""R0_KMEANS"": 0.78, ""R0_WARD"": 0.76, ""R1_PCA85_KMEANS"": 0.76, ""R1_PCA85_WARD"": 0.74}",False,False,False,0.34048769767919734,0.4495936747691986,0.5253470320768797,0.6899624788745101,0.4615609186177144,0.6830372468489239,0.37878887753300405,0.5760145999507587,0.5564367519095872,0.5358095867964133,0.4610680282757972,0.4079923361461525,0.5698986448804564
S3_DIRECTIONAL_REACHABILITY,SYN_S3_DIRECTIONAL_REACHABILITY_R002_066,1,2,SYN_S3_DIRECTIONAL_REACHABILITY_R002_066__CF04,4,4,3.8820310311275126,4.882031031127513,0.7951824404145411,0.9711455710240575,"[""willingness_constraint_score:UP"", ""device_constraint:UP"", ""internet_stability_constraint:UP"", ""admin_time_load_constraint:DOWN""]",0.995,0.98,"{""R0_KMEANS"": 1.0, ""R0_WARD"": 1.0, ""R1_PCA85_KMEANS"": 1.0, ""R1_PCA85_WARD"": 0.98}",True,True,True,0.8487716901026475,0.4495936747691986,0.5253470320768797,0.6899624788745101,0.4615609186177144,0.6830372468489239,0.5212736538094787,0.5760145999507587,0.5564367519095872,0.5358095867964133,0.4610680282757972,0.300721557381899,0.5698986448804564
S3_DIRECTIONAL_REACHABILITY,SYN_S3_DIRECTIONAL_REACHABILITY_R002_066,1,2,SYN_S3_DIRECTIONAL_REACHABILITY_R002_066__CF05,5,3,2.7434469973048015,3.4934469973048015,0.8840707277611671,0.9711455710240575,"[""device_constraint:UP"", ""internet_stability_constraint:UP"", ""admin_time_load_constraint:DOWN""]",0.67,0.62,"{""R0_KMEANS"": 0.72, ""R0_WARD"": 0.64, ""R1_PCA85_KMEANS"": 0.7, ""R1_PCA85_WARD"": 0.62}",False,False,False,0.34048769767919734,0.4495936747691986,0.5253470320768797,0.6899624788745101,0.4615609186177144,0.7234414220187771,0.5212736538094787,0.5760145999507587,0.5564367519095872,0.5358095867964133,0.4610680282757972,0.4079923361461525,0.5698986448804564
S3_DIRECTIONAL_REACHABILITY,SYN_S3_DIRECTIONAL_REACHABILITY_R002_068,1,2,SYN_S3_DIRECTIONAL_REACHABILITY_R002_068__CF01,1,3,2.535369471537506,3.285369471537506,0.9588227126360359,0.9711455710240575,"[""training_deficit_score:UP"", ""device_constraint:UP"", ""admin_time_load_constraint:DOWN""]",0.515,0.46,"{""R0_KMEANS"": 0.48, ""R0_WARD"": 0.5, ""R1_PCA85_KMEANS"": 0.46, ""R1_PCA85_WARD"": 0.62}",False,False,False,0.4832379787935783,0.39491515619374346,0.7623676886112645,0.7859202350436336,0.5464498359228349,0.2801307447686443,0.5995942840765855,0.44356118116779164,0.6487786145629378,0.46932541883683054,0.45354951314655967,0.4079923361461525,0.4434683391476071
