scenario,institution_id,source_profile,target_profile,candidate_id,rank,l0,weighted_l1,total_cost,plausibility_distance,plausibility_threshold,edit_signature_json,ensemble_support,minimum_family_support,family_support_json,robust_tau_080,robust_tau_090,robust_tau_095,candidate__willingness_constraint_score,candidate__digital_usage_constraint_score,candidate__training_deficit_score,candidate__device_constraint,candidate__digital_tool_variety_constraint,candidate__internet_stability_constraint,candidate__staffing_constraint_score,candidate__time_constraint_score,candidate__administrative_disorganization_constraint,candidate__recording_system_constraint,candidate__system_change_resistance_constraint,candidate__admin_time_load_constraint,candidate__resource_constraint_score
S3_DIRECTIONAL_REACHABILITY,SYN_S3_DIRECTIONAL_REACHABILITY_R001_026,1,2,SYN_S3_DIRECTIONAL_REACHABILITY_R001_026__CF01,1,2,2.1293516855119314,2.6293516855119314,0.9276119415019306,1.0057057446569277,"[""digital_tool_variety_constraint:DOWN"", ""admin_time_load_constraint:UP""]",0.62,0.56,"{""R0_KMEANS"": 0.6, ""R0_WARD"": 0.68, ""R1_PCA85_KMEANS"": 0.56, ""R1_PCA85_WARD"": 0.64}",False,False,False,0.5938289294565502,0.5011543842821321,0.6913282335317971,0.5170296789026574,0.3256483143133803,0.41580530193641196,0.4107838357421324,0.456488325583483,0.48726523473244426,0.520481587380751,0.5274458835527119,0.7385916747281482,0.4527927894514508
S3_DIRECTIONAL_REACHABILITY,SYN_S3_DIRECTIONAL_REACHABILITY_R001_026,1,2,SYN_S3_DIRECTIONAL_REACHABILITY_R001_026__CF02,2,3,2.156667297919795,2.906667297919795,0.9134855289661242,1.0057057446569277,"[""digital_usage_constraint_score:DOWN"", ""digital_tool_variety_constraint:DOWN"", ""admin_time_load_constraint:UP""]",0.58,0.56,"{""R0_KMEANS"": 0.56, ""R0_WARD"": 0.6, ""R1_PCA85_KMEANS"": 0.56, ""R1_PCA85_WARD"": 0.6}",False,False,False,0.5938289294565502,0.4422334712706279,0.6913282335317971,0.5170296789026574,0.3256483143133803,0.41580530193641196,0.4107838357421324,0.456488325583483,0.48726523473244426,0.520481587380751,0.5274458835527119,0.6919145556172074,0.4527927894514508
S3_DIRECTIONAL_REACHABILITY,SYN_S3_DIRECTIONAL_REACHABILITY_R001_026,1,2,SYN_S3_DIRECTIONAL_REACHABILITY_R001_026__CF03,3,3,2.285468465284806,3.035468465284806,0.9041850651256135,1.0057057446569277,"[""training_deficit_score:DOWN"", ""recording_system_constraint:UP"", ""admin_time_load_constraint:UP""]",0.505,0.46,"{""R0_KMEANS"": 0.54, ""R0_WARD"": 0.48, ""R1_PCA85_KMEANS"": 0.46, ""R1_PCA85_WARD"": 0.54}",False,False,False,0.5938289294565502,0.5011543842821321,0.26684907285838455,0.5170296789026574,0.8370375737087876,0.41580530193641196,0.4107838357421324,0.456488325583483,0.48726523473244426,0.7625648822646145,0.5274458835527119,0.6919145556172074,0.4527927894514508
S3_DIRECTIONAL_REACHABILITY,SYN_S3_DIRECTIONAL_REACHABILITY_R001_026,1,2,SYN_S3_DIRECTIONAL_REACHABILITY_R001_026__CF04,4,3,2.2986296332324723,3.0486296332324723,0.8978737867506575,1.0057057446569277,"[""device_constraint:DOWN"", ""digital_tool_variety_constraint:DOWN"", ""admin_time_load_constraint:UP""]",0.64,0.54,"{""R0_KMEANS"": 0.64, ""R0_WARD"": 0.68, ""R1_PCA85_KMEANS"": 0.54, ""R1_PCA85_WARD"": 0.7}",False,False,False,0.5938289294565502,0.5011543842821321,0.6913282335317971,0.413556536998285,0.3256483143133803,0.41580530193641196,0.4107838357421324,0.456488325583483,0.48726523473244426,0.520481587380751,0.5274458835527119,0.6919145556172074,0.4527927894514508
S3_DIRECTIONAL_REACHABILITY,SYN_S3_DIRECTIONAL_REACHABILITY_R001_026,1,2,SYN_S3_DIRECTIONAL_REACHABILITY_R001_026__CF05,5,3,2.4363424607826163,3.1863424607826163,0.8962172521476436,1.0057057446569277,"[""digital_tool_variety_constraint:DOWN"", ""recording_system_constraint:UP"", ""admin_time_load_constraint:UP""]",0.655,0.54,"{""R0_KMEANS"": 0.7, ""R0_WARD"": 0.72, ""R1_PCA85_KMEANS"": 0.54, ""R1_PCA85_WARD"": 0.66}",False,False,False,0.5938289294565502,0.5011543842821321,0.6913282335317971,0.5170296789026574,0.3256483143133803,0.41580530193641196,0.4107838357421324,0.456488325583483,0.48726523473244426,0.7625648822646145,0.5274458835527119,0.6919145556172074,0.4527927894514508
S3_DIRECTIONAL_REACHABILITY,SYN_S3_DIRECTIONAL_REACHABILITY_R001_030,1,2,SYN_S3_DIRECTIONAL_REACHABILITY_R001_030__CF01,1,2,1.8304940845181181,2.330494084518118,0.9487794015841762,1.0057057446569277,"[""digital_tool_variety_constraint:DOWN"", ""admin_time_load_constraint:UP""]",0.49,0.42,"{""R0_KMEANS"": 0.46, ""R0_WARD"": 0.48, ""R1_PCA85_KMEANS"": 0.42, ""R1_PCA85_WARD"": 0.6}",False,False,False,0.40213490642041183,0.4715819640575254,0.7343351891247343,0.4262053225520369,0.37638599523319455,0.5575831240482528,0.32136956655766036,0.48543326669848696,0.5192428192724645,0.5569759819263979,0.5070854667265503,0.7239168101912868,0.5694870425067178
S3_DIRECTIONAL_REACHABILITY,SYN_S3_DIRECTIONAL_REACHABILITY_R001_030,1,2,SYN_S3_DIRECTIONAL_REACHABILITY_R001_030__CF02,2,3,1.9427011301859531,2.692701130185953,0.9342482671936895,1.0057057446569277,"[""digital_tool_variety_constraint:DOWN"", ""internet_stability_constraint:DOWN"", ""admin_time_load_constraint:UP""]",0.625,0.52,"{""R0_KMEANS"": 0.6, ""R0_WARD"": 0.7, ""R1_PCA85_KMEANS"": 0.52, ""R1_PCA85_WARD"": 0.68}",False,False,False,0.40213490642041183,0.4715819640575254,0.7343351891247343,0.4262053225520369,0.2888164640169522,0.5233545356046793,0.32136956655766036,0.48543326669848696,0.5192428192724645,0.5569759819263979,0.5070854667265503,0.6583592300836557,0.5694870425067178
S3_DIRECTIONAL_REACHABILITY,SYN_S3_DIRECTIONAL_REACHABILITY_R001_030,1,2,SYN_S3_DIRECTIONAL_REACHABILITY_R001_030__CF03,3,3,2.0980245027487836,2.8480245027487836,0.9217765471119819,1.0057057446569277,"[""digital_usage_constraint_score:DOWN"", ""digital_tool_variety_constraint:DOWN"", ""admin_time_load_constraint:UP""]",0.6,0.54,"{""R0_KMEANS"": 0.54, ""R0_WARD"": 0.64, ""R1_PCA85_KMEANS"": 0.58, ""R1_PCA85_WARD"": 0.64}",False,False,False,0.40213490642041183,0.28064599882887986,0.7343351891247343,0.4262053225520369,0.37638599523319455,0.5575831240482528,0.32136956655766036,0.48543326669848696,0.5192428192724645,0.5569759819263979,0.5070854667265503,0.6583592300836557,0.5694870425067178
S3_DIRECTIONAL_REACHABILITY,SYN_S3_DIRECTIONAL_REACHABILITY_R001_030,1,2,SYN_S3_DIRECTIONAL_REACHABILITY_R001_030__CF04,4,3,2.267803786835554,3.017803786835554,0.9182107535648459,1.0057057446569277,"[""digital_tool_variety_constraint:DOWN"", ""system_change_resistance_constraint:UP"", ""admin_time_load_constraint:UP""]",0.78,0.72,"{""R0_KMEANS"": 0.72, ""R0_WARD"": 0.8, ""R1_PCA85_KMEANS"": 0.76, ""R1_PCA85_WARD"": 0.84}",False,False,False,0.40213490642041183,0.4715819640575254,0.7343351891247343,0.4262053225520369,0.37638599523319455,0.5575831240482528,0.32136956655766036,0.48543326669848696,0.5192428192724645,0.5569759819263979,0.8091198500595101,0.6583592300836557,0.5694870425067178
S3_DIRECTIONAL_REACHABILITY,SYN_S3_DIRECTIONAL_REACHABILITY_R001_030,1,2,SYN_S3_DIRECTIONAL_REACHABILITY_R001_030__CF05,5,3,2.2739587744509087,3.0239587744509087,0.895599167571203,1.0057057446569277,"[""training_deficit_score:DOWN"", ""digital_tool_variety_constraint:DOWN"", ""recording_system_constraint:UP""]",0.68,0.62,"{""R0_KMEANS"": 0.68, ""R0_WARD"": 0.7, ""R1_PCA85_KMEANS"": 0.72, ""R1_PCA85_WARD"": 0.62}",False,False,False,0.40213490642041183,0.4715819640575254,0.2562499982990531,0.4262053225520369,0.37638599523319455,0.5575831240482528,0.32136956655766036,0.48543326669848696,0.5192428192724645,0.8374721731459792,0.5070854667265503,0.22589894991167103,0.5694870425067178
