institution_id,willingness_constraint_score,digital_usage_constraint_score,training_deficit_score,device_constraint,digital_tool_variety_constraint,internet_stability_constraint,staffing_constraint_score,time_constraint_score,administrative_disorganization_constraint,recording_system_constraint,system_change_resistance_constraint,admin_time_load_constraint,resource_constraint_score
SYN_S1_CONFIG_TWO_PROFILE_R000_080,0.2539172160966411,0.2547858923473208,0.21997158197584188,0.305205358781629,0.2790092588771422,0.16723084588339532,0.8819455025423308,0.7902804552525731,0.6875872517984061,0.7272299031350896,0.6815691925945085,0.7509822151655722,0.5323636218467637
SYN_S1_CONFIG_TWO_PROFILE_R000_004,0.7235141416318154,0.6710529865666366,0.6668054625928463,0.7629298991341489,0.6771368921101917,0.7071848451099947,0.282501581206719,0.2691434130457461,0.272897006595168,0.22458115870599527,0.216134827940523,0.2662540124229449,0.4167194496732168
SYN_S1_CONFIG_TWO_PROFILE_R000_009,0.8461660419000199,0.761917149039287,0.7339422650673811,0.7684632289506171,0.8202862799639964,0.670816027021273,0.2352405167786695,0.2790573564905957,0.3385564806504354,0.33911095951142034,0.2165676455315363,0.2894791128910554,0.45834161371516224
SYN_S1_CONFIG_TWO_PROFILE_R000_045,0.2927446684789649,0.37914135495167195,0.3211629435650541,0.36263275988720134,0.24777500266470465,0.2379657298903539,0.767193930369298,0.6849283986129053,0.7695618296493346,0.6844453194331838,0.7990691692470632,0.7496689027416797,0.5561201317960128
SYN_S1_CONFIG_TWO_PROFILE_R000_058,0.24238633166781878,0.3454097440281071,0.24339064698119603,0.25106547222575953,0.2613906676920547,0.2656954157807731,0.7208503463652232,0.7718196737838736,0.7195150051388818,0.7773461486057286,0.7889096304481861,0.8315293117982164,0.4608861438401007
SYN_S1_CONFIG_TWO_PROFILE_R000_046,0.2992910261943811,0.3074555151261074,0.24804451125323887,0.25493866325892567,0.2068316226844351,0.21013142403938054,0.752058792557783,0.762293004100431,0.7015853136343339,0.7492024779267844,0.72147367950884,0.8051343989366565,0.5183022027576545
SYN_S1_CONFIG_TWO_PROFILE_R000_010,0.7195833005075457,0.7381612823290592,0.7991320722898518,0.7531970528607304,0.7653747022095162,0.7770805067342788,0.21143091857288707,0.3221344407759242,0.22338858108894727,0.32012219164227357,0.23862869365746464,0.2593228909425866,0.49287537469095594
SYN_S1_CONFIG_TWO_PROFILE_R000_073,0.2945432764657201,0.15034113646531938,0.1807738834316341,0.3356890971318869,0.41085118383104213,0.3159923602530815,0.5981917853050324,0.7924930791830644,0.7260777523552239,0.7883645587421878,0.8217824450691529,0.7581763788656314,0.45995039021271095
SYN_S1_CONFIG_TWO_PROFILE_R000_042,0.36259969110407375,0.27922891262409555,0.1645603153067587,0.3136802624861358,0.24286501694608503,0.25490484806784913,0.7264511527881342,0.7420872879658018,0.5863861851389267,0.682142922314618,0.7484714727063914,0.6437665995296282,0.4843939575847549
SYN_S1_CONFIG_TWO_PROFILE_R000_005,0.8097209211285461,0.7747765159550593,0.5731522267680428,0.6497077741840399,0.7343906837876515,0.8087921236844373,0.33573910576886873,0.32444657312999825,0.19464960632679124,0.263836590829485,0.2514544193543689,0.32433935041182266,0.3802774870432679
