institution_id,willingness_constraint_score,digital_usage_constraint_score,training_deficit_score,device_constraint,digital_tool_variety_constraint,internet_stability_constraint,staffing_constraint_score,time_constraint_score,administrative_disorganization_constraint,recording_system_constraint,system_change_resistance_constraint,admin_time_load_constraint,resource_constraint_score
SYN_S2_CORE_BOUNDARY_R002_069,0.5069390922711345,0.4731594133092882,0.46105338486384234,0.48215104554340227,0.45031619894802205,0.42932540935853647,0.5555780636223605,0.48592659542967165,0.4729188574736837,0.4653666317671815,0.48757939704249265,0.49594390952850514,0.517284052927745
SYN_S2_CORE_BOUNDARY_R002_001,0.6462545154486343,0.6884813993424994,0.6678090190475703,0.6931410885253848,0.76717931377617,0.6220662983145463,0.2620320696292982,0.2840817101410324,0.32075133202893946,0.34042218680481884,0.19016999037817145,0.27486988487889036,0.5597802677801994
SYN_S2_CORE_BOUNDARY_R002_029,0.5682833788809202,0.5906979844409923,0.55368747144689,0.5829234138738761,0.5709667264233361,0.5706612100554048,0.48042028984620244,0.4703159263970156,0.5357258894715414,0.4235019090506971,0.44488423880587535,0.43691193679522333,0.5145980278742889
SYN_S2_CORE_BOUNDARY_R002_038,0.5327495690790175,0.6355227638365095,0.4711275432634381,0.5359359038363333,0.5718548021113177,0.5460330493129772,0.4367479265903414,0.43719217772416946,0.4267364495527953,0.46286667005241605,0.4973655783566398,0.4743658510973621,0.4194900082300011
SYN_S2_CORE_BOUNDARY_R002_065,0.32298293638546527,0.19705518076383938,0.2146834428213072,0.2641225228678178,0.20350341069462802,0.24704914884272833,0.7355009936395239,0.7461319270177431,0.7324686445793567,0.7320153856243309,0.6955704657209685,0.8132174021505307,0.5678498171498452
SYN_S2_CORE_BOUNDARY_R002_023,0.6491652367426491,0.8663377538113798,0.6764399729981627,0.79333868568268,0.7379709859825562,0.7870669647555453,0.19232845309785512,0.27250701542824346,0.22057104958966067,0.25548407296631814,0.30992701324393146,0.18999832380999057,0.5965171581213489
SYN_S2_CORE_BOUNDARY_R002_005,0.6964821145216898,0.7374952423043517,0.7545286686632848,0.7630342117981528,0.9356589455589974,0.6752759049146044,0.2251808382830416,0.2385858474483454,0.2780532081065544,0.3079877434608125,0.32638748792554595,0.19086677630944127,0.559041506334957
SYN_S2_CORE_BOUNDARY_R002_067,0.33979305900887763,0.2331614176329111,0.2959407126885982,0.21088988984923124,0.14671958007769936,0.15723958424588058,0.6827743994835003,0.8340627442543541,0.7039834484920263,0.7942846023681936,0.8551423459078856,0.8089904223990996,0.5186088197316141
SYN_S2_CORE_BOUNDARY_R002_012,0.757510278183736,0.6841320515924132,0.680890730046678,0.6751370759213243,0.8624980685457537,0.7422452891805403,0.18807434733802197,0.3406791100133524,0.26915185533671737,0.27781215973437756,0.3152125760141811,0.13759890182763135,0.4358785178133465
SYN_S2_CORE_BOUNDARY_R002_058,0.2613480737296742,0.22684899708122708,0.2979314304378157,0.31780252494109373,0.25804357287172563,0.3730041666191783,0.7679903737809127,0.7840166499348356,0.7260212418435799,0.8271235446964358,0.7022624948140832,0.8047287193609449,0.552116887271937
