institution_id,reference_profile,target_profile,certainty_class,reference_profile_probability,family_consistency,rank,is_exact_global_minimum,weighted_l1,l0,total_cost,plausibility_distance,target_margin,search_depth,changed_features_json,signed_items_json,changes_json
INST_007,1,2,BOUNDARY,0.5743589743589743,0.3863636363636363,1,True,2.4999945000122503,3,3.2499945000122503,0.7911358538616302,1.397906191889414,3,"[""digital_tool_variety_constraint"", ""administrative_disorganization_constraint"", ""system_change_resistance_constraint""]","[""digital_tool_variety_constraint↑"", ""administrative_disorganization_constraint↓"", ""system_change_resistance_constraint↓""]","[{""feature"": ""digital_tool_variety_constraint"", ""from"": 0.4, ""to"": 0.8, ""delta"": 0.4, ""signed_direction"": ""UP"", ""actionability_class"": ""DIRECTLY_MODIFIABLE"", ""realistic_improvement_direction"": ""DECREASE_FRICTION""}, {""feature"": ""administrative_disorganization_constraint"", ""from"": 0.5, ""to"": 0.25, ""delta"": -0.25, ""signed_direction"": ""DOWN"", ""actionability_class"": ""INDIRECTLY_MODIFIABLE"", ""realistic_improvement_direction"": ""DECREASE_FRICTION""}, {""feature"": ""system_change_resistance_constraint"", ""from"": 0.75, ""to"": 0.25, ""delta"": -0.5, ""signed_direction"": ""DOWN"", ""actionability_class"": ""INDIRECTLY_MODIFIABLE"", ""realistic_improvement_direction"": ""DECREASE_FRICTION""}]"
INST_007,1,2,BOUNDARY,0.5743589743589743,0.3863636363636363,2,False,2.4999950000099997,3,3.2499950000099997,0.7830682000415932,0.8947278963984049,3,"[""staffing_constraint_score"", ""administrative_disorganization_constraint"", ""system_change_resistance_constraint""]","[""staffing_constraint_score↓"", ""administrative_disorganization_constraint↓"", ""system_change_resistance_constraint↓""]","[{""feature"": ""staffing_constraint_score"", ""from"": 0.75, ""to"": 0.5, ""delta"": -0.25, ""signed_direction"": ""DOWN"", ""actionability_class"": ""CONTEXTUALLY_MODIFIABLE"", ""realistic_improvement_direction"": ""DECREASE_FRICTION""}, {""feature"": ""administrative_disorganization_constraint"", ""from"": 0.5, ""to"": 0.0, ""delta"": -0.5, ""signed_direction"": ""DOWN"", ""actionability_class"": ""INDIRECTLY_MODIFIABLE"", ""realistic_improvement_direction"": ""DECREASE_FRICTION""}, {""feature"": ""system_change_resistance_constraint"", ""from"": 0.75, ""to"": 0.25, ""delta"": -0.5, ""signed_direction"": ""DOWN"", ""actionability_class"": ""INDIRECTLY_MODIFIABLE"", ""realistic_improvement_direction"": ""DECREASE_FRICTION""}]"
INST_007,1,2,BOUNDARY,0.5743589743589743,0.3863636363636363,3,False,2.3333286388986063,4,3.3333286388986063,0.7858382132159427,1.159844543726802,4,"[""training_deficit_score"", ""digital_tool_variety_constraint"", ""administrative_disorganization_constraint"", ""system_change_resistance_constraint""]","[""training_deficit_score↓"", ""digital_tool_variety_constraint↑"", ""administrative_disorganization_constraint↓"", ""system_change_resistance_constraint↓""]","[{""feature"": ""training_deficit_score"", ""from"": 0.75, ""to"": 0.5, ""delta"": -0.25, ""signed_direction"": ""DOWN"", ""actionability_class"": ""DIRECTLY_MODIFIABLE"", ""realistic_improvement_direction"": ""DECREASE_FRICTION""}, {""feature"": ""digital_tool_variety_constraint"", ""from"": 0.4, ""to"": 0.6, ""delta"": 0.19999999999999996, ""signed_direction"": ""UP"", ""actionability_class"": ""DIRECTLY_MODIFIABLE"", ""realistic_improvement_direction"": ""DECREASE_FRICTION""}, {""feature"": ""administrative_disorganization_constraint"", ""from"": 0.5, ""to"": 0.25, ""delta"": -0.25, ""signed_direction"": ""DOWN"", ""actionability_class"": ""INDIRECTLY_MODIFIABLE"", ""realistic_improvement_direction"": ""DECREASE_FRICTION""}, {""feature"": ""system_change_resistance_constraint"", ""from"": 0.75, ""to"": 0.25, ""delta"": -0.5, ""signed_direction"": ""DOWN"", ""actionability_class"": ""INDIRECTLY_MODIFIABLE"", ""realistic_improvement_direction"": ""DECREASE_FRICTION""}]"
INST_007,1,2,BOUNDARY,0.5743589743589743,0.3863636363636363,4,False,2.3333288888974812,4,3.3333288888974812,0.7830682000415932,0.9366406785634838,4,"[""training_deficit_score"", ""staffing_constraint_score"", ""administrative_disorganization_constraint"", ""system_change_resistance_constraint""]","[""training_deficit_score↓"", ""staffing_constraint_score↓"", ""administrative_disorganization_constraint↓"", ""system_change_resistance_constraint↓""]","[{""feature"": ""training_deficit_score"", ""from"": 0.75, ""to"": 0.5, ""delta"": -0.25, ""signed_direction"": ""DOWN"", ""actionability_class"": ""DIRECTLY_MODIFIABLE"", ""realistic_improvement_direction"": ""DECREASE_FRICTION""}, {""feature"": ""staffing_constraint_score"", ""from"": 0.75, ""to"": 0.5, ""delta"": -0.25, ""signed_direction"": ""DOWN"", ""actionability_class"": ""CONTEXTUALLY_MODIFIABLE"", ""realistic_improvement_direction"": ""DECREASE_FRICTION""}, {""feature"": ""administrative_disorganization_constraint"", ""from"": 0.5, ""to"": 0.25, ""delta"": -0.25, ""signed_direction"": ""DOWN"", ""actionability_class"": ""INDIRECTLY_MODIFIABLE"", ""realistic_improvement_direction"": ""DECREASE_FRICTION""}, {""feature"": ""system_change_resistance_constraint"", ""from"": 0.75, ""to"": 0.25, ""delta"": -0.5, ""signed_direction"": ""DOWN"", ""actionability_class"": ""INDIRECTLY_MODIFIABLE"", ""realistic_improvement_direction"": ""DECREASE_FRICTION""}]"
INST_007,1,2,BOUNDARY,0.5743589743589743,0.3863636363636363,5,False,2.3333291388966066,4,3.3333291388966066,0.7817045892617303,1.2045895700895488,4,"[""training_deficit_score"", ""administrative_disorganization_constraint"", ""recording_system_constraint"", ""system_change_resistance_constraint""]","[""training_deficit_score↓"", ""administrative_disorganization_constraint↓"", ""recording_system_constraint↑"", ""system_change_resistance_constraint↓""]","[{""feature"": ""training_deficit_score"", ""from"": 0.75, ""to"": 0.5, ""delta"": -0.25, ""signed_direction"": ""DOWN"", ""actionability_class"": ""DIRECTLY_MODIFIABLE"", ""realistic_improvement_direction"": ""DECREASE_FRICTION""}, {""feature"": ""administrative_disorganization_constraint"", ""from"": 0.5, ""to"": 0.25, ""delta"": -0.25, ""signed_direction"": ""DOWN"", ""actionability_class"": ""INDIRECTLY_MODIFIABLE"", ""realistic_improvement_direction"": ""DECREASE_FRICTION""}, {""feature"": ""recording_system_constraint"", ""from"": 0.6666666666666666, ""to"": 1.0, ""delta"": 0.33333333333333337, ""signed_direction"": ""UP"", ""actionability_class"": ""DIRECTLY_MODIFIABLE"", ""realistic_improvement_direction"": ""DECREASE_FRICTION""}, {""feature"": ""system_change_resistance_constraint"", ""from"": 0.75, ""to"": 0.25, ""delta"": -0.5, ""signed_direction"": ""DOWN"", ""actionability_class"": ""INDIRECTLY_MODIFIABLE"", ""realistic_improvement_direction"": ""DECREASE_FRICTION""}]"
INST_019,1,2,BOUNDARY,0.6945812807881774,0.5531914893617021,1,True,2.499995250009125,3,3.249995250009125,0.7547939736742857,0.8406281968183511,3,"[""internet_stability_constraint"", ""administrative_disorganization_constraint"", ""recording_system_constraint""]","[""internet_stability_constraint↑"", ""administrative_disorganization_constraint↓"", ""recording_system_constraint↑""]","[{""feature"": ""internet_stability_constraint"", ""from"": 0.25, ""to"": 0.5, ""delta"": 0.25, ""signed_direction"": ""UP"", ""actionability_class"": ""CONTEXTUALLY_MODIFIABLE"", ""realistic_improvement_direction"": ""DECREASE_FRICTION""}, {""feature"": ""administrative_disorganization_constraint"", ""from"": 1.0, ""to"": 0.25, ""delta"": -0.75, ""signed_direction"": ""DOWN"", ""actionability_class"": ""INDIRECTLY_MODIFIABLE"", ""realistic_improvement_direction"": ""DECREASE_FRICTION""}, {""feature"": ""recording_system_constraint"", ""from"": 0.6666666666666666, ""to"": 1.0, ""delta"": 0.33333333333333337, ""signed_direction"": ""UP"", ""actionability_class"": ""DIRECTLY_MODIFIABLE"", ""realistic_improvement_direction"": ""DECREASE_FRICTION""}]"
INST_019,1,2,BOUNDARY,0.6945812807881774,0.5531914893617021,2,False,2.8333281388986062,4,3.8333281388986062,0.7421660694089016,0.6434039549800863,4,"[""training_deficit_score"", ""internet_stability_constraint"", ""administrative_disorganization_constraint"", ""recording_system_constraint""]","[""training_deficit_score↑"", ""internet_stability_constraint↑"", ""administrative_disorganization_constraint↓"", ""recording_system_constraint↑""]","[{""feature"": ""training_deficit_score"", ""from"": 0.25, ""to"": 0.5, ""delta"": 0.25, ""signed_direction"": ""UP"", ""actionability_class"": ""DIRECTLY_MODIFIABLE"", ""realistic_improvement_direction"": ""DECREASE_FRICTION""}, {""feature"": ""internet_stability_constraint"", ""from"": 0.25, ""to"": 0.5, ""delta"": 0.25, ""signed_direction"": ""UP"", ""actionability_class"": ""CONTEXTUALLY_MODIFIABLE"", ""realistic_improvement_direction"": ""DECREASE_FRICTION""}, {""feature"": ""administrative_disorganization_constraint"", ""from"": 1.0, ""to"": 0.25, ""delta"": -0.75, ""signed_direction"": ""DOWN"", ""actionability_class"": ""INDIRECTLY_MODIFIABLE"", ""realistic_improvement_direction"": ""DECREASE_FRICTION""}, {""feature"": ""recording_system_constraint"", ""from"": 0.6666666666666666, ""to"": 1.0, ""delta"": 0.33333333333333337, ""signed_direction"": ""UP"", ""actionability_class"": ""DIRECTLY_MODIFIABLE"", ""realistic_improvement_direction"": ""DECREASE_FRICTION""}]"
INST_019,1,2,BOUNDARY,0.6945812807881774,0.5531914893617021,3,False,2.9999940000122503,4,3.9999940000122503,0.7381141132280569,1.4153799869172778,4,"[""digital_tool_variety_constraint"", ""internet_stability_constraint"", ""administrative_disorganization_constraint"", ""recording_system_constraint""]","[""digital_tool_variety_constraint↑"", ""internet_stability_constraint↑"", ""administrative_disorganization_constraint↓"", ""recording_system_constraint↑""]","[{""feature"": ""digital_tool_variety_constraint"", ""from"": 0.6, ""to"": 0.8, ""delta"": 0.20000000000000007, ""signed_direction"": ""UP"", ""actionability_class"": ""DIRECTLY_MODIFIABLE"", ""realistic_improvement_direction"": ""DECREASE_FRICTION""}, {""feature"": ""internet_stability_constraint"", ""from"": 0.25, ""to"": 0.5, ""delta"": 0.25, ""signed_direction"": ""UP"", ""actionability_class"": ""CONTEXTUALLY_MODIFIABLE"", ""realistic_improvement_direction"": ""DECREASE_FRICTION""}, {""feature"": ""administrative_disorganization_constraint"", ""from"": 1.0, ""to"": 0.25, ""delta"": -0.75, ""signed_direction"": ""DOWN"", ""actionability_class"": ""INDIRECTLY_MODIFIABLE"", ""realistic_improvement_direction"": ""DECREASE_FRICTION""}, {""feature"": ""recording_system_constraint"", ""from"": 0.6666666666666666, ""to"": 1.0, ""delta"": 0.33333333333333337, ""signed_direction"": ""UP"", ""actionability_class"": ""DIRECTLY_MODIFIABLE"", ""realistic_improvement_direction"": ""DECREASE_FRICTION""}]"
INST_019,1,2,BOUNDARY,0.6945812807881774,0.5531914893617021,4,False,2.999994250011125,4,3.999994250011125,0.7297393986855931,1.2201634945985185,4,"[""internet_stability_constraint"", ""administrative_disorganization_constraint"", ""recording_system_constraint"", ""resource_constraint_score""]","[""internet_stability_constraint↑"", ""administrative_disorganization_constraint↓"", ""recording_system_constraint↑"", ""resource_constraint_score↑""]","[{""feature"": ""internet_stability_constraint"", ""from"": 0.25, ""to"": 0.5, ""delta"": 0.25, ""signed_direction"": ""UP"", ""actionability_class"": ""CONTEXTUALLY_MODIFIABLE"", ""realistic_improvement_direction"": ""DECREASE_FRICTION""}, {""feature"": ""administrative_disorganization_constraint"", ""from"": 1.0, ""to"": 0.25, ""delta"": -0.75, ""signed_direction"": ""DOWN"", ""actionability_class"": ""INDIRECTLY_MODIFIABLE"", ""realistic_improvement_direction"": ""DECREASE_FRICTION""}, {""feature"": ""recording_system_constraint"", ""from"": 0.6666666666666666, ""to"": 1.0, ""delta"": 0.33333333333333337, ""signed_direction"": ""UP"", ""actionability_class"": ""DIRECTLY_MODIFIABLE"", ""realistic_improvement_direction"": ""DECREASE_FRICTION""}, {""feature"": ""resource_constraint_score"", ""from"": 0.75, ""to"": 1.0, ""delta"": 0.25, ""signed_direction"": ""UP"", ""actionability_class"": ""CONTEXTUALLY_MODIFIABLE"", ""realistic_improvement_direction"": ""DECREASE_FRICTION""}]"
INST_022,2,1,CORE,0.9953488372093025,0.9814814814814816,1,True,5.4999870000325,4,6.4999870000325,0.9431980454072161,0.26779427963060387,4,"[""digital_usage_constraint_score"", ""digital_tool_variety_constraint"", ""recording_system_constraint"", ""resource_constraint_score""]","[""digital_usage_constraint_score↓"", ""digital_tool_variety_constraint↓"", ""recording_system_constraint↓"", ""resource_constraint_score↓""]","[{""feature"": ""digital_usage_constraint_score"", ""from"": 0.6666666666666666, ""to"": 0.0, ""delta"": -0.6666666666666666, ""signed_direction"": ""DOWN"", ""actionability_class"": ""INDIRECTLY_MODIFIABLE"", ""realistic_improvement_direction"": ""DECREASE_FRICTION""}, {""feature"": ""digital_tool_variety_constraint"", ""from"": 0.8, ""to"": 0.4, ""delta"": -0.4, ""signed_direction"": ""DOWN"", ""actionability_class"": ""DIRECTLY_MODIFIABLE"", ""realistic_improvement_direction"": ""DECREASE_FRICTION""}, {""feature"": ""recording_system_constraint"", ""from"": 1.0, ""to"": 0.3333333333333333, ""delta"": -0.6666666666666667, ""signed_direction"": ""DOWN"", ""actionability_class"": ""DIRECTLY_MODIFIABLE"", ""realistic_improvement_direction"": ""DECREASE_FRICTION""}, {""feature"": ""resource_constraint_score"", ""from"": 1.0, ""to"": 0.25, ""delta"": -0.75, ""signed_direction"": ""DOWN"", ""actionability_class"": ""CONTEXTUALLY_MODIFIABLE"", ""realistic_improvement_direction"": ""DECREASE_FRICTION""}]"
