institution_id,criterion,target_institution_id,l0,weighted_l1,total_cost,changes_json
INST_023,MINIMUM_L0_TARGET_EXEMPLAR,INST_065,7,4.833322888912481,6.583322888912481,"[{""feature"": ""digital_usage_constraint_score"", ""from"": 0.3333333333333333, ""to"": 0.6666666666666666, ""delta"": 0.3333333333333333}, {""feature"": ""training_deficit_score"", ""from"": 0.5, ""to"": 0.25, ""delta"": -0.25}, {""feature"": ""internet_stability_constraint"", ""from"": 0.25, ""to"": 0.75, ""delta"": 0.5}, {""feature"": ""staffing_constraint_score"", ""from"": 0.5, ""to"": 0.25, ""delta"": -0.25}, {""feature"": ""administrative_disorganization_constraint"", ""from"": 0.5, ""to"": 0.25, ""delta"": -0.25}, {""feature"": ""system_change_resistance_constraint"", ""from"": 0.5, ""to"": 0.25, ""delta"": -0.25}, {""feature"": ""resource_constraint_score"", ""from"": 0.5, ""to"": 1.0, ""delta"": 0.5}]"
INST_023,MINIMUM_COST_TARGET_EXEMPLAR,INST_065,7,4.833322888912481,6.583322888912481,"[{""feature"": ""digital_usage_constraint_score"", ""from"": 0.3333333333333333, ""to"": 0.6666666666666666, ""delta"": 0.3333333333333333}, {""feature"": ""training_deficit_score"", ""from"": 0.5, ""to"": 0.25, ""delta"": -0.25}, {""feature"": ""internet_stability_constraint"", ""from"": 0.25, ""to"": 0.75, ""delta"": 0.5}, {""feature"": ""staffing_constraint_score"", ""from"": 0.5, ""to"": 0.25, ""delta"": -0.25}, {""feature"": ""administrative_disorganization_constraint"", ""from"": 0.5, ""to"": 0.25, ""delta"": -0.25}, {""feature"": ""system_change_resistance_constraint"", ""from"": 0.5, ""to"": 0.25, ""delta"": -0.25}, {""feature"": ""resource_constraint_score"", ""from"": 0.5, ""to"": 1.0, ""delta"": 0.5}]"
INST_007,MINIMUM_L0_TARGET_EXEMPLAR,INST_039,8,5.499987750028375,7.499987750028375,"[{""feature"": ""device_constraint"", ""from"": 0.3333333333333333, ""to"": 0.6666666666666666, ""delta"": 0.3333333333333333}, {""feature"": ""digital_tool_variety_constraint"", ""from"": 0.4, ""to"": 0.8, ""delta"": 0.4}, {""feature"": ""staffing_constraint_score"", ""from"": 0.75, ""to"": 0.5, ""delta"": -0.25}, {""feature"": ""time_constraint_score"", ""from"": 0.5, ""to"": 0.25, ""delta"": -0.25}, {""feature"": ""administrative_disorganization_constraint"", ""from"": 0.5, ""to"": 0.25, ""delta"": -0.25}, {""feature"": ""recording_system_constraint"", ""from"": 0.6666666666666666, ""to"": 1.0, ""delta"": 0.33333333333333337}, {""feature"": ""system_change_resistance_constraint"", ""from"": 0.75, ""to"": 0.25, ""delta"": -0.5}, {""feature"": ""resource_constraint_score"", ""from"": 1.0, ""to"": 0.75, ""delta"": -0.25}]"
INST_007,MINIMUM_COST_TARGET_EXEMPLAR,INST_039,8,5.499987750028375,7.499987750028375,"[{""feature"": ""device_constraint"", ""from"": 0.3333333333333333, ""to"": 0.6666666666666666, ""delta"": 0.3333333333333333}, {""feature"": ""digital_tool_variety_constraint"", ""from"": 0.4, ""to"": 0.8, ""delta"": 0.4}, {""feature"": ""staffing_constraint_score"", ""from"": 0.75, ""to"": 0.5, ""delta"": -0.25}, {""feature"": ""time_constraint_score"", ""from"": 0.5, ""to"": 0.25, ""delta"": -0.25}, {""feature"": ""administrative_disorganization_constraint"", ""from"": 0.5, ""to"": 0.25, ""delta"": -0.25}, {""feature"": ""recording_system_constraint"", ""from"": 0.6666666666666666, ""to"": 1.0, ""delta"": 0.33333333333333337}, {""feature"": ""system_change_resistance_constraint"", ""from"": 0.75, ""to"": 0.25, ""delta"": -0.5}, {""feature"": ""resource_constraint_score"", ""from"": 1.0, ""to"": 0.75, ""delta"": -0.25}]"
INST_043,MINIMUM_L0_TARGET_EXEMPLAR,INST_027,10,15.999962416760319,18.49996241676032,"[{""feature"": ""willingness_constraint_score"", ""from"": 0.75, ""to"": 0.25, ""delta"": -0.5}, {""feature"": ""digital_usage_constraint_score"", ""from"": 0.0, ""to"": 1.0, ""delta"": 1.0}, {""feature"": ""training_deficit_score"", ""from"": 1.0, ""to"": 0.25, ""delta"": -0.75}, {""feature"": ""device_constraint"", ""from"": 0.0, ""to"": 1.0, ""delta"": 1.0}, {""feature"": ""digital_tool_variety_constraint"", ""from"": 0.2, ""to"": 1.0, ""delta"": 0.8}, {""feature"": ""internet_stability_constraint"", ""from"": 0.75, ""to"": 1.0, ""delta"": 0.25}, {""feature"": ""administrative_disorganization_constraint"", ""from"": 1.0, ""to"": 0.5, ""delta"": -0.5}, {""feature"": ""recording_system_constraint"", ""from"": 0.0, ""to"": 1.0, ""delta"": 1.0}, {""feature"": ""system_change_resistance_constraint"", ""from"": 1.0, ""to"": 0.25, ""delta"": -0.75}, {""feature"": ""resource_constraint_score"", ""from"": 0.25, ""to"": 1.0, ""delta"": 0.75}]"
INST_043,MINIMUM_COST_TARGET_EXEMPLAR,INST_065,11,14.499967666743192,17.249967666743192,"[{""feature"": ""willingness_constraint_score"", ""from"": 0.75, ""to"": 0.25, ""delta"": -0.5}, {""feature"": ""digital_usage_constraint_score"", ""from"": 0.0, ""to"": 0.6666666666666666, ""delta"": 0.6666666666666666}, {""feature"": ""training_deficit_score"", ""from"": 1.0, ""to"": 0.25, ""delta"": -0.75}, {""feature"": ""device_constraint"", ""from"": 0.0, ""to"": 0.6666666666666666, ""delta"": 0.6666666666666666}, {""feature"": ""digital_tool_variety_constraint"", ""from"": 0.2, ""to"": 0.8, ""delta"": 0.6000000000000001}, {""feature"": ""staffing_constraint_score"", ""from"": 0.5, ""to"": 0.25, ""delta"": -0.25}, {""feature"": ""time_constraint_score"", ""from"": 0.75, ""to"": 0.5, ""delta"": -0.25}, {""feature"": ""administrative_disorganization_constraint"", ""from"": 1.0, ""to"": 0.25, ""delta"": -0.75}, {""feature"": ""recording_system_constraint"", ""from"": 0.0, ""to"": 1.0, ""delta"": 1.0}, {""feature"": ""system_change_resistance_constraint"", ""from"": 1.0, ""to"": 0.25, ""delta"": -0.75}, {""feature"": ""resource_constraint_score"", ""from"": 0.25, ""to"": 1.0, ""delta"": 0.75}]"
INST_046,MINIMUM_L0_TARGET_EXEMPLAR,INST_065,9,12.499971666735194,14.749971666735194,"[{""feature"": ""digital_usage_constraint_score"", ""from"": 0.0, ""to"": 0.6666666666666666, ""delta"": 0.6666666666666666}, {""feature"": ""training_deficit_score"", ""from"": 1.0, ""to"": 0.25, ""delta"": -0.75}, {""feature"": ""device_constraint"", ""from"": 0.0, ""to"": 0.6666666666666666, ""delta"": 0.6666666666666666}, {""feature"": ""digital_tool_variety_constraint"", ""from"": 0.2, ""to"": 0.8, ""delta"": 0.6000000000000001}, {""feature"": ""internet_stability_constraint"", ""from"": 0.0, ""to"": 0.75, ""delta"": 0.75}, {""feature"": ""administrative_disorganization_constraint"", ""from"": 0.5, ""to"": 0.25, ""delta"": -0.25}, {""feature"": ""recording_system_constraint"", ""from"": 0.0, ""to"": 1.0, ""delta"": 1.0}, {""feature"": ""system_change_resistance_constraint"", ""from"": 0.5, ""to"": 0.25, ""delta"": -0.25}, {""feature"": ""resource_constraint_score"", ""from"": 0.0, ""to"": 1.0, ""delta"": 1.0}]"
INST_046,MINIMUM_COST_TARGET_EXEMPLAR,INST_065,9,12.499971666735194,14.749971666735194,"[{""feature"": ""digital_usage_constraint_score"", ""from"": 0.0, ""to"": 0.6666666666666666, ""delta"": 0.6666666666666666}, {""feature"": ""training_deficit_score"", ""from"": 1.0, ""to"": 0.25, ""delta"": -0.75}, {""feature"": ""device_constraint"", ""from"": 0.0, ""to"": 0.6666666666666666, ""delta"": 0.6666666666666666}, {""feature"": ""digital_tool_variety_constraint"", ""from"": 0.2, ""to"": 0.8, ""delta"": 0.6000000000000001}, {""feature"": ""internet_stability_constraint"", ""from"": 0.0, ""to"": 0.75, ""delta"": 0.75}, {""feature"": ""administrative_disorganization_constraint"", ""from"": 0.5, ""to"": 0.25, ""delta"": -0.25}, {""feature"": ""recording_system_constraint"", ""from"": 0.0, ""to"": 1.0, ""delta"": 1.0}, {""feature"": ""system_change_resistance_constraint"", ""from"": 0.5, ""to"": 0.25, ""delta"": -0.25}, {""feature"": ""resource_constraint_score"", ""from"": 0.0, ""to"": 1.0, ""delta"": 1.0}]"
INST_071,MINIMUM_L0_TARGET_EXEMPLAR,INST_023,7,4.9999897500211254,6.7499897500211254,"[{""feature"": ""willingness_constraint_score"", ""from"": 0.0, ""to"": 0.25, ""delta"": 0.25}, {""feature"": ""digital_tool_variety_constraint"", ""from"": 0.6, ""to"": 0.8, ""delta"": 0.20000000000000007}, {""feature"": ""internet_stability_constraint"", ""from"": 0.5, ""to"": 0.25, ""delta"": -0.25}, {""feature"": ""time_constraint_score"", ""from"": 0.25, ""to"": 0.5, ""delta"": 0.25}, {""feature"": ""administrative_disorganization_constraint"", ""from"": 0.0, ""to"": 0.5, ""delta"": 0.5}, {""feature"": ""system_change_resistance_constraint"", ""from"": 0.0, ""to"": 0.5, ""delta"": 0.5}, {""feature"": ""resource_constraint_score"", ""from"": 1.0, ""to"": 0.5, ""delta"": -0.5}]"
INST_071,MINIMUM_COST_TARGET_EXEMPLAR,INST_023,7,4.9999897500211254,6.7499897500211254,"[{""feature"": ""willingness_constraint_score"", ""from"": 0.0, ""to"": 0.25, ""delta"": 0.25}, {""feature"": ""digital_tool_variety_constraint"", ""from"": 0.6, ""to"": 0.8, ""delta"": 0.20000000000000007}, {""feature"": ""internet_stability_constraint"", ""from"": 0.5, ""to"": 0.25, ""delta"": -0.25}, {""feature"": ""time_constraint_score"", ""from"": 0.25, ""to"": 0.5, ""delta"": 0.25}, {""feature"": ""administrative_disorganization_constraint"", ""from"": 0.0, ""to"": 0.5, ""delta"": 0.5}, {""feature"": ""system_change_resistance_constraint"", ""from"": 0.0, ""to"": 0.5, ""delta"": 0.5}, {""feature"": ""resource_constraint_score"", ""from"": 1.0, ""to"": 0.5, ""delta"": -0.5}]"
