scenario,institution_id,source_profile,target_profile,candidate_id,rank,l0,weighted_l1,total_cost,plausibility_distance,plausibility_threshold,edit_signature_json,candidate__willingness_constraint_score,candidate__digital_usage_constraint_score,candidate__training_deficit_score,candidate__device_constraint,candidate__digital_tool_variety_constraint,candidate__internet_stability_constraint,candidate__staffing_constraint_score,candidate__time_constraint_score,candidate__administrative_disorganization_constraint,candidate__recording_system_constraint,candidate__system_change_resistance_constraint,candidate__admin_time_load_constraint,candidate__resource_constraint_score
S6_NO_CLUSTER_NULL,SYN_S6_NO_CLUSTER_NULL_R001_001,1,2,SYN_S6_NO_CLUSTER_NULL_R001_001__CF01,1,3,3.2491739808384414,3.9991739808384414,0.7943374172545373,0.9550948220739801,"[""willingness_constraint_score:DOWN"", ""internet_stability_constraint:DOWN"", ""resource_constraint_score:DOWN""]",0.2083720944609674,0.5535240936481953,0.8285870216294999,0.5079500185939143,0.4909412525585835,0.2619123982627936,0.6551544162119758,0.4770761897860209,0.8093047435931373,0.4187879919944162,0.46174122739719714,0.7569690926499059,0.22930569006229154
S6_NO_CLUSTER_NULL,SYN_S6_NO_CLUSTER_NULL_R001_001,1,2,SYN_S6_NO_CLUSTER_NULL_R001_001__CF02,2,3,3.415352472988878,4.165352472988878,0.7905229767330599,0.9550948220739801,"[""willingness_constraint_score:DOWN"", ""digital_tool_variety_constraint:DOWN"", ""internet_stability_constraint:DOWN""]",0.2083720944609674,0.5535240936481953,0.8285870216294999,0.5079500185939143,0.2978162012853912,0.2619123982627936,0.6551544162119758,0.4770761897860209,0.8093047435931373,0.4187879919944162,0.46174122739719714,0.7569690926499059,0.36027162892624454
S6_NO_CLUSTER_NULL,SYN_S6_NO_CLUSTER_NULL_R001_001,1,2,SYN_S6_NO_CLUSTER_NULL_R001_001__CF03,3,3,3.4555692802133122,4.205569280213313,0.7784500015642372,0.9550948220739801,"[""willingness_constraint_score:DOWN"", ""internet_stability_constraint:DOWN"", ""staffing_constraint_score:DOWN""]",0.2083720944609674,0.5535240936481953,0.8285870216294999,0.5079500185939143,0.4909412525585835,0.4359751569887261,0.3201255636553263,0.4770761897860209,0.8093047435931373,0.4187879919944162,0.46174122739719714,0.7569690926499059,0.36027162892624454
S6_NO_CLUSTER_NULL,SYN_S6_NO_CLUSTER_NULL_R001_001,1,2,SYN_S6_NO_CLUSTER_NULL_R001_001__CF04,4,3,3.4711282585083594,4.22112825850836,0.6743415536854853,0.9550948220739801,"[""willingness_constraint_score:DOWN"", ""internet_stability_constraint:DOWN"", ""admin_time_load_constraint:DOWN""]",0.2083720944609674,0.5535240936481953,0.8285870216294999,0.5079500185939143,0.4909412525585835,0.30910023720212726,0.6551544162119758,0.4770761897860209,0.8093047435931373,0.4187879919944162,0.46174122739719714,0.4832138508713531,0.36027162892624454
S6_NO_CLUSTER_NULL,SYN_S6_NO_CLUSTER_NULL_R001_001,1,2,SYN_S6_NO_CLUSTER_NULL_R001_001__CF05,5,3,3.659666448558892,4.409666448558892,0.6640260555194801,0.9550948220739801,"[""willingness_constraint_score:DOWN"", ""training_deficit_score:DOWN"", ""internet_stability_constraint:DOWN""]",0.2083720944609674,0.5535240936481953,0.5479164718473327,0.5079500185939143,0.4909412525585835,0.30910023720212726,0.6551544162119758,0.4770761897860209,0.8093047435931373,0.4187879919944162,0.46174122739719714,0.7569690926499059,0.36027162892624454
S6_NO_CLUSTER_NULL,SYN_S6_NO_CLUSTER_NULL_R001_019,1,2,SYN_S6_NO_CLUSTER_NULL_R001_019__CF01,1,1,0.8634975808968555,1.1134975808968555,0.8156332466654234,0.9550948220739801,"[""willingness_constraint_score:DOWN""]",0.4607081680081652,0.08904631251986574,0.16681545898758351,0.6377114156962376,0.3060985552677656,0.4918075827299528,0.7871456701950824,0.29998346149214705,0.5171371641541724,0.39819137423558665,0.4112909518831587,0.5513137237776757,0.5819007178185451
S6_NO_CLUSTER_NULL,SYN_S6_NO_CLUSTER_NULL_R001_019,1,2,SYN_S6_NO_CLUSTER_NULL_R001_019__CF02,2,1,0.9207226657730917,1.1707226657730918,0.7917345633836653,0.9550948220739801,"[""staffing_constraint_score:DOWN""]",0.7363821699753696,0.08904631251986574,0.16681545898758351,0.6377114156962376,0.3060985552677656,0.4918075827299528,0.5466272524285526,0.29998346149214705,0.5171371641541724,0.39819137423558665,0.4112909518831587,0.5513137237776757,0.5819007178185451
S6_NO_CLUSTER_NULL,SYN_S6_NO_CLUSTER_NULL_R001_019,1,2,SYN_S6_NO_CLUSTER_NULL_R001_019__CF03,3,2,0.808190808050516,1.308190808050516,0.7890471348308871,0.9550948220739801,"[""internet_stability_constraint:DOWN"", ""staffing_constraint_score:DOWN""]",0.7363821699753696,0.08904631251986574,0.16681545898758351,0.6377114156962376,0.3060985552677656,0.3783900061071309,0.6846290287048368,0.29998346149214705,0.5171371641541724,0.39819137423558665,0.4112909518831587,0.5513137237776757,0.5819007178185451
S6_NO_CLUSTER_NULL,SYN_S6_NO_CLUSTER_NULL_R001_019,1,2,SYN_S6_NO_CLUSTER_NULL_R001_019__CF04,4,2,0.8157756131869067,1.3157756131869067,0.7832418011600432,0.9550948220739801,"[""staffing_constraint_score:DOWN"", ""resource_constraint_score:DOWN""]",0.7363821699753696,0.08904631251986574,0.16681545898758351,0.6377114156962376,0.3060985552677656,0.4918075827299528,0.6846290287048368,0.29998346149214705,0.5171371641541724,0.39819137423558665,0.4112909518831587,0.5513137237776757,0.4553393410092906
S6_NO_CLUSTER_NULL,SYN_S6_NO_CLUSTER_NULL_R001_019,1,2,SYN_S6_NO_CLUSTER_NULL_R001_019__CF05,5,2,0.9416906421832943,1.4416906421832945,0.7766917134415134,0.9550948220739801,"[""staffing_constraint_score:DOWN"", ""administrative_disorganization_constraint:DOWN""]",0.7363821699753696,0.08904631251986574,0.16681545898758351,0.6377114156962376,0.3060985552677656,0.4918075827299528,0.5844136553333511,0.29998346149214705,0.4676209960400417,0.39819137423558665,0.4112909518831587,0.5513137237776757,0.5819007178185451
S6_NO_CLUSTER_NULL,SYN_S6_NO_CLUSTER_NULL_R001_025,1,2,SYN_S6_NO_CLUSTER_NULL_R001_025__CF01,1,3,2.4577968737795266,3.2077968737795266,0.8284312040349383,0.9550948220739801,"[""willingness_constraint_score:DOWN"", ""staffing_constraint_score:DOWN"", ""resource_constraint_score:DOWN""]",0.2083720944609674,0.6266731475795331,0.8834983046206485,0.7001820027723602,0.5469070363263769,0.36191858043645664,0.276833397050146,0.33811367910092394,0.6541273650785211,0.4961410599394882,0.5979390086068033,0.7836156957096184,0.18173229737931973
S6_NO_CLUSTER_NULL,SYN_S6_NO_CLUSTER_NULL_R001_025,1,2,SYN_S6_NO_CLUSTER_NULL_R001_025__CF02,2,3,2.4584087323108315,3.2084087323108315,0.73718293030268,0.9550948220739801,"[""willingness_constraint_score:DOWN"", ""admin_time_load_constraint:DOWN"", ""resource_constraint_score:DOWN""]",0.2083720944609674,0.6266731475795331,0.8834983046206485,0.7001820027723602,0.5469070363263769,0.36191858043645664,0.47388730548968516,0.33811367910092394,0.6541273650785211,0.4961410599394882,0.5979390086068033,0.4832138508713531,0.22930569006229154
S6_NO_CLUSTER_NULL,SYN_S6_NO_CLUSTER_NULL_R001_025,1,2,SYN_S6_NO_CLUSTER_NULL_R001_025__CF03,3,3,2.546555361610846,3.296555361610846,0.7148320596751482,0.9550948220739801,"[""willingness_constraint_score:DOWN"", ""digital_tool_variety_constraint:DOWN"", ""admin_time_load_constraint:DOWN""]",0.2083720944609674,0.6266731475795331,0.8834983046206485,0.7001820027723602,0.2978162012853912,0.36191858043645664,0.47388730548968516,0.33811367910092394,0.6541273650785211,0.4961410599394882,0.5979390086068033,0.4832138508713531,0.43595011630527797
