institution_id,willingness_constraint_score,digital_usage_constraint_score,training_deficit_score,device_constraint,digital_tool_variety_constraint,internet_stability_constraint,staffing_constraint_score,time_constraint_score,administrative_disorganization_constraint,recording_system_constraint,system_change_resistance_constraint,admin_time_load_constraint,resource_constraint_score
SYN_S3_DIRECTIONAL_REACHABILITY_R000_023,0.5687340307451194,0.7627161908781043,0.6567817693700242,0.7322110683128168,0.7703751580996158,0.8060034326620309,0.3451002680790189,0.3065234144610649,0.17448244770459498,0.24975682885256068,0.21590884377990832,0.25276122879135815,0.4734796600906328
SYN_S3_DIRECTIONAL_REACHABILITY_R000_018,0.6820542202781511,0.7242252656258941,0.762768148503589,0.7539864759650016,0.8284346386240629,0.67745972560377,0.3245481896130879,0.225338458628605,0.2697073725077499,0.3137686996603556,0.25390329759791824,0.28256442122044545,0.4627726517110807
SYN_S3_DIRECTIONAL_REACHABILITY_R000_044,0.2402776067798083,0.22720658246410003,0.7957198853523639,0.0,0.45160487661610593,0.1234159214602728,0.68974839263931,0.10342556482589238,0.5737496700147575,0.6708081868665214,0.7192064497908328,0.6180310892178491,0.4766305781498283
SYN_S3_DIRECTIONAL_REACHABILITY_R000_002,0.7411736221193445,0.7411775573408902,0.6819712553175632,0.8138443707527883,0.74980802574855,0.8478029945271894,0.2818213621731487,0.14779711101787918,0.16086812277954488,0.22964356047029477,0.34517710556938375,0.21530725268076184,0.5118698132244536
SYN_S3_DIRECTIONAL_REACHABILITY_R000_031,0.62956820328079,0.7052404346520595,0.45653206125060136,0.6083495307741692,0.5022333234003894,0.5797585260915681,0.24951312984233798,0.4935156139178469,0.5417580912221057,0.22035603008183752,0.49863493278073806,0.5040356078367707,0.4891045394067328
SYN_S3_DIRECTIONAL_REACHABILITY_R000_060,0.21979923644128896,0.40285046643884714,0.0,0.5640584957551695,0.7120964393665974,0.0,0.74473841684543,0.8743747089176004,1.0,0.7066209041422051,0.0,1.0,0.49793134608195083
SYN_S3_DIRECTIONAL_REACHABILITY_R000_061,0.6468509097045994,0.21736908429015644,0.15278221221620297,0.0,0.2009379071692297,0.0,0.6354705067300769,0.4550132390566084,0.39247076277466786,0.6917119830939239,0.4334712613251218,0.9414407196662022,0.489194199578511
SYN_S3_DIRECTIONAL_REACHABILITY_R000_059,0.0,0.30885940685151564,0.0,0.2674428799875642,0.0,0.23260316565954023,0.7042721689984637,0.45818289153722014,0.8762126776080637,0.7187725251422333,0.5462419645287689,0.7721849281903834,0.514821443030718
SYN_S3_DIRECTIONAL_REACHABILITY_R000_035,0.4867904427601934,0.7190806832899754,0.5396659517402016,0.5271565534660113,0.5914217481458975,0.4748715036096625,0.28516865967740185,0.5099007488115026,0.447632385906675,0.23421224309132427,0.5045934452958346,0.4123551968826501,0.5182963839783432
SYN_S3_DIRECTIONAL_REACHABILITY_R000_055,0.0,0.31179500373688984,0.03690712090050868,0.0,0.2835904325107973,0.0,0.6733313788990667,0.7619043216644277,0.5751255862571494,0.6728225520635106,0.5068260484942309,0.6704624927223486,0.4489344535223904
