institution_id,willingness_constraint_score,digital_usage_constraint_score,training_deficit_score,device_constraint,digital_tool_variety_constraint,internet_stability_constraint,staffing_constraint_score,time_constraint_score,administrative_disorganization_constraint,recording_system_constraint,system_change_resistance_constraint,admin_time_load_constraint,resource_constraint_score
SYN_S1_CONFIG_TWO_PROFILE_R002_014,0.7037749331228773,0.7150826232893669,0.5989719447287304,0.7172657780818251,0.7593412677619916,0.6935487670796996,0.4114636210117443,0.27154911964690415,0.32933571299369657,0.19579296223132048,0.32119233927933305,0.29223708331231774,0.47058244942369404
SYN_S1_CONFIG_TWO_PROFILE_R002_012,0.7963838026961033,0.6033730937057891,0.6946759252341249,0.7586279237615019,0.7105520397314591,0.7789301839738769,0.19403100687125663,0.28715282539576936,0.28176352517895853,0.3193399865435406,0.39173065014182873,0.23335651974301647,0.5681185089781348
SYN_S1_CONFIG_TWO_PROFILE_R002_055,0.210220325771827,0.3082789145498696,0.2345513651845124,0.3220664647158798,0.23505364929243294,0.26602026447405097,0.6832827043254546,0.7071859292494794,0.8103519383496679,0.7244142850847795,0.7367859450498144,0.7182527247721014,0.5073334857673305
SYN_S1_CONFIG_TWO_PROFILE_R002_048,0.1811998595043252,0.2338130390909519,0.17211333312483873,0.1497615642857977,0.24345831880174884,0.2836958626655883,0.6601675764533294,0.677048073362273,0.7357594943447083,0.6060788614055357,0.7463647930798276,0.7985455846577367,0.3760860959113342
SYN_S1_CONFIG_TWO_PROFILE_R002_070,0.2617901635039036,0.24078498653132424,0.2487314193684211,0.32376569203945393,0.33516025143825395,0.1705533317802607,0.7615782757602415,0.615568735185147,0.7784476934932608,0.7643325072122015,0.6861567313091655,0.7053979559859548,0.6306683919102241
SYN_S1_CONFIG_TWO_PROFILE_R002_032,0.7073298767902105,0.9108262669035563,0.805136548517194,0.7902645864900052,0.697687236813383,0.679279617632496,0.2786634964288942,0.2776423323288317,0.3140784205957224,0.32888699898845863,0.23643062347345167,0.18102989910151546,0.4785823133119656
SYN_S1_CONFIG_TWO_PROFILE_R002_060,0.3382195981903649,0.23994110151972106,0.30528908378122865,0.20792034101153753,0.12035427983599861,0.3786354007580576,0.6747138704964014,0.5817415115009403,0.7003275814868971,0.6717520487953691,0.6656908037060671,0.685915305702439,0.5326616857991079
SYN_S1_CONFIG_TWO_PROFILE_R002_078,0.18421383372040856,0.34266243097295696,0.1745690424241384,0.2689784637773017,0.17908249943094617,0.2469455614668242,0.7103885851170701,0.8145451979649433,0.7914565549609155,0.6890678994442467,0.801248576380776,0.7565687915810851,0.47904195469710137
SYN_S1_CONFIG_TWO_PROFILE_R002_057,0.3124859877844234,0.29279295583317744,0.24654751496495117,0.26217273954373527,0.24194330804029518,0.3648113347280787,0.7053403558525343,0.7558485246137252,0.7646611718774995,0.7056866284064998,0.7563772409940528,0.7743414247792342,0.4002319440416495
SYN_S1_CONFIG_TWO_PROFILE_R002_024,0.8359145532061457,0.8201963204059886,0.7731575353808195,0.7349728344408611,0.8598045855639395,0.8780442415896306,0.2385074999247185,0.19917325536839303,0.17748613586059397,0.3008565864550663,0.3118216859820544,0.30382530744018005,0.5543811476677561
SYN_S1_CONFIG_TWO_PROFILE_R002_033,0.7630824315114089,0.6593191742603506,0.7473710041433983,0.8123993004921476,0.7637078787974726,0.7035647898621173,0.36550559775534275,0.3775930520905689,0.19753413729061373,0.27232726449398087,0.08165921973178264,0.24787424598926383,0.5016134272304985
SYN_S1_CONFIG_TWO_PROFILE_R002_019,0.7399058068735935,0.8140051083209162,0.769547372560561,0.6951782192478104,0.7304011782283605,0.8201292556591072,0.2748657672917728,0.3914843453174493,0.27251020200665454,0.2764733816686332,0.25732595804688235,0.23573749251504145,0.45117636124448923
SYN_S1_CONFIG_TWO_PROFILE_R002_049,0.34751269328629253,0.2018348092187813,0.31515397103602777,0.2678473817086012,0.3195223303163496,0.158606841853345,0.7578470047956967,0.6754435259113712,0.6889072802562635,0.795078817591833,0.7331929371929403,0.8145918017954293,0.4911004179715601
SYN_S1_CONFIG_TWO_PROFILE_R002_030,0.6893667495478104,0.7453033145562549,0.7449040686092937,0.8097748474969249,0.7047659627793993,0.8286464904855133,0.29358690773870577,0.3170856822162815,0.334960106446109,0.3352003492782877,0.18574882028756645,0.2766127817658439,0.4551115068559217
SYN_S1_CONFIG_TWO_PROFILE_R002_039,0.7830149301310022,0.7388900822929032,0.7420926164406484,0.6915190936489277,0.733204942522276,0.6702653249262535,0.17166270467159794,0.35601924489937375,0.23763144074189435,0.23140982374165842,0.2883215022482078,0.2859735523818378,0.5715970779275796
SYN_S1_CONFIG_TWO_PROFILE_R002_016,0.738943230750356,0.7293777456078181,0.8586559948669141,0.6887488945466383,0.8229761690267655,0.8304919095334766,0.2761207921049899,0.17694223537777204,0.25055618149783176,0.32672201912920956,0.33113753963375764,0.2665448216340518,0.46861866261713164
SYN_S1_CONFIG_TWO_PROFILE_R002_071,0.13597019813134842,0.33568438468575995,0.16859612359154516,0.28344438385125903,0.24496106679944135,0.23884926864321218,0.6978011639942021,0.7727886432900537,0.7743146089915067,0.7699963215169061,0.725311957385256,0.6732153032602801,0.5116897910082692
SYN_S1_CONFIG_TWO_PROFILE_R002_045,0.29133377721397113,0.33445177293703754,0.30311129814611626,0.3167728406192165,0.18478608991217055,0.3613136017543299,0.633035854499995,0.717114943780183,0.7100871640527239,0.8330142578949252,0.7909265578945307,0.7300258155842317,0.4633778738908404
SYN_S1_CONFIG_TWO_PROFILE_R002_004,0.6884094765311727,0.782042535086956,0.7457172834500267,0.7962358811478818,0.7051594978876566,0.6794649859646923,0.40297778755790703,0.2303915661585584,0.3613492805530892,0.2544668099948409,0.19701698876122792,0.25664526017268124,0.5089756403940346
