candidate_id,representation,algorithm,k_requested,silhouette,davies_bouldin,calinski_harabasz,minimum_cluster_size,maximum_cluster_size,eligible_min_cluster_size
R0_STANDARDIZED__HAC_WARD__K2,R0_STANDARDIZED,HAC_WARD,2,0.520789899471203,0.6653666093457037,156.32945848670846,37,43,True
R0_STANDARDIZED__HAC_WARD__K3,R0_STANDARDIZED,HAC_WARD,3,0.4348829826299895,0.7566745163044445,146.02107741240175,18,37,True
R0_STANDARDIZED__HAC_WARD__K4,R0_STANDARDIZED,HAC_WARD,4,0.38161880726771696,0.8718735000503695,153.24177809630785,15,25,True
R0_STANDARDIZED__HAC_WARD__K5,R0_STANDARDIZED,HAC_WARD,5,0.3152300425704629,1.0446324049310227,126.34079862057717,8,25,True
R0_STANDARDIZED__HAC_WARD__K6,R0_STANDARDIZED,HAC_WARD,6,0.2727657884822252,1.2936095394691225,110.49589601755875,8,22,True
R0_STANDARDIZED__KMEANS__K2,R0_STANDARDIZED,KMEANS,2,0.520789899471203,0.6653666093457037,156.32945848670846,37,43,True
R0_STANDARDIZED__KMEANS__K3,R0_STANDARDIZED,KMEANS,3,0.44094148836063274,0.7312517909379785,155.81830647920128,18,32,True
R0_STANDARDIZED__KMEANS__K4,R0_STANDARDIZED,KMEANS,4,0.38390527855296563,0.8760209112267233,153.32708955567193,17,25,True
R0_STANDARDIZED__KMEANS__K5,R0_STANDARDIZED,KMEANS,5,0.3143459478982372,1.0486675578365179,126.71115685319712,9,25,True
R0_STANDARDIZED__KMEANS__K6,R0_STANDARDIZED,KMEANS,6,0.2630066536289656,1.252860401876212,112.24175133640186,9,20,True
R1_PCA85__HAC_WARD__K2,R1_PCA85,HAC_WARD,2,0.6228312109391401,0.5173301394855728,222.2520714838344,37,43,True
R1_PCA85__HAC_WARD__K3,R1_PCA85,HAC_WARD,3,0.6084058432498815,0.44791458701974207,275.5381945185118,18,37,True
R1_PCA85__HAC_WARD__K4,R1_PCA85,HAC_WARD,4,0.6408164958009996,0.41717687798392367,484.62840609048243,15,25,True
R1_PCA85__HAC_WARD__K5,R1_PCA85,HAC_WARD,5,0.6106314765657087,0.44646408522362746,490.54709119283194,9,25,True
R1_PCA85__HAC_WARD__K6,R1_PCA85,HAC_WARD,6,0.6075493690321915,0.4596462347598058,571.4403691625753,9,22,True
R1_PCA85__KMEANS__K2,R1_PCA85,KMEANS,2,0.6228312109391401,0.5173301394855728,222.2520714838344,37,43,True
R1_PCA85__KMEANS__K3,R1_PCA85,KMEANS,3,0.6056504527658813,0.46043387670136243,307.35201002231105,18,33,True
R1_PCA85__KMEANS__K4,R1_PCA85,KMEANS,4,0.6408164958009996,0.41717687798392367,484.6284060904826,15,25,True
R1_PCA85__KMEANS__K5,R1_PCA85,KMEANS,5,0.6100729392142928,0.4538375640385012,488.86078130793965,9,24,True
R1_PCA85__KMEANS__K6,R1_PCA85,KMEANS,6,0.6219134212353179,0.43240138865991073,588.7126874837818,7,22,True
