institution_id,latent_profile,true_profile,true_boundary,oracle_reachable,latent_severity
SYN_S4_SEVERITY_CONTINUUM_R002_069,,,False,False,0.45756745463119286
SYN_S4_SEVERITY_CONTINUUM_R002_030,,,False,False,0.06023332435995998
SYN_S4_SEVERITY_CONTINUUM_R002_032,,,False,False,0.5502603101997414
SYN_S4_SEVERITY_CONTINUUM_R002_073,,,False,False,0.24766748797430627
SYN_S4_SEVERITY_CONTINUUM_R002_035,,,False,False,0.9934004067337454
SYN_S4_SEVERITY_CONTINUUM_R002_015,,,False,False,0.06985654913710315
SYN_S4_SEVERITY_CONTINUUM_R002_070,,,False,False,0.6965222896838079
SYN_S4_SEVERITY_CONTINUUM_R002_061,,,False,False,0.1782418458745828
SYN_S4_SEVERITY_CONTINUUM_R002_014,,,False,False,0.572840905198186
SYN_S4_SEVERITY_CONTINUUM_R002_006,,,False,False,0.3913750183097888
SYN_S4_SEVERITY_CONTINUUM_R002_009,,,False,False,0.5342804702716221
SYN_S4_SEVERITY_CONTINUUM_R002_066,,,False,False,0.5123881486530938
SYN_S4_SEVERITY_CONTINUUM_R002_053,,,False,False,0.5216111400862531
SYN_S4_SEVERITY_CONTINUUM_R002_055,,,False,False,0.5875729937534473
SYN_S4_SEVERITY_CONTINUUM_R002_050,,,False,False,0.6681194695150697
SYN_S4_SEVERITY_CONTINUUM_R002_042,,,False,False,0.8402530065205599
SYN_S4_SEVERITY_CONTINUUM_R002_029,,,False,False,0.04947540863553945
SYN_S4_SEVERITY_CONTINUUM_R002_060,,,False,False,0.3353219736343732
SYN_S4_SEVERITY_CONTINUUM_R002_056,,,False,False,0.3632041873730224
SYN_S4_SEVERITY_CONTINUUM_R002_067,,,False,False,0.3171654448284503
SYN_S4_SEVERITY_CONTINUUM_R002_018,,,False,False,0.06309655415593518
SYN_S4_SEVERITY_CONTINUUM_R002_075,,,False,False,0.7746074100081689
SYN_S4_SEVERITY_CONTINUUM_R002_063,,,False,False,0.6785502012549096
SYN_S4_SEVERITY_CONTINUUM_R002_040,,,False,False,0.17151597195096413
SYN_S4_SEVERITY_CONTINUUM_R002_017,,,False,False,0.8099841243917849
SYN_S4_SEVERITY_CONTINUUM_R002_048,,,False,False,0.9875754603421797
SYN_S4_SEVERITY_CONTINUUM_R002_023,,,False,False,0.6855599784105868
SYN_S4_SEVERITY_CONTINUUM_R002_005,,,False,False,0.4064678787464643
SYN_S4_SEVERITY_CONTINUUM_R002_019,,,False,False,0.4016207039067229
SYN_S4_SEVERITY_CONTINUUM_R002_052,,,False,False,0.5544216907156929
SYN_S4_SEVERITY_CONTINUUM_R002_072,,,False,False,0.16157281893104158
SYN_S4_SEVERITY_CONTINUUM_R002_038,,,False,False,0.689303462883778
SYN_S4_SEVERITY_CONTINUUM_R002_079,,,False,False,0.4532497946181018
SYN_S4_SEVERITY_CONTINUUM_R002_049,,,False,False,0.8548777746162153
SYN_S4_SEVERITY_CONTINUUM_R002_076,,,False,False,0.22566467733853413
SYN_S4_SEVERITY_CONTINUUM_R002_062,,,False,False,0.26854469796630553
SYN_S4_SEVERITY_CONTINUUM_R002_021,,,False,False,0.26439664555425924
SYN_S4_SEVERITY_CONTINUUM_R002_058,,,False,False,0.05626135313613212
SYN_S4_SEVERITY_CONTINUUM_R002_003,,,False,False,0.9213433728641758
